adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/7TF4p86ZafnxFuNqWdhpHXFO244.jpg,"[18, 80]",769,en,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",14.9906,/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,1990-09-12,GoodFellas,False,8.455,13438
False,/sGEqHTylawwS6hwKultk1mKUjdB.jpg,"[10749, 35]",114,en,Pretty Woman,"While on a business trip in Los Angeles, Edward Lewis, a millionaire entrepreneur who makes a living buying and breaking up companies, picks up a prostitute, Vivian, while asking for directions; after, Edward hires Vivian to stay with him for the weekend to accompany him to a few social events, and the two get closer only to discover there are significant hurdles to overcome as they try to bridge the gap between their very different worlds.",12.5051,/hVHUfT801LQATGd26VPzhorIYza.jpg,1990-03-23,Pretty Woman,False,7.463,8533
False,/zNnjHLDtV8Ti3aworltaeaLMov4.jpg,"[80, 18, 53]",242,en,The Godfather Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",10.574,/lm3pQ2QoQ16pextRsmnUbG2onES.jpg,1990-12-25,The Godfather Part III,False,7.417,6429
False,/6nLdSON3ErniBZTXWG7WRqs5jGz.jpg,"[14, 18, 53, 9648, 10749]",251,en,Ghost,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",10.5541,/w9RaPHov8oM5cnzeE27isnFMsvS.jpg,1990-07-13,Ghost,False,7.226,5715
False,/3Nn5BOM1EVw1IYrv6MsbOS6N1Ol.jpg,"[14, 18, 10749]",162,en,Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,17.0515,/e0FqKFvGPdQNWG8tF9cZBtev9Em.jpg,1990-12-07,Edward Scissorhands,False,7.718,13180
False,/7PoWlbQg7ZxgwofFRrkytvpLvJD.jpg,"[878, 28, 53]",169,en,Predator 2,A police chief in the war-torn streets of Los Angeles discovers that an extraterrestrial creature is hunting down residents - and that he is the next target.,9.4626,/83X4VwY9sdSJykskmsplIVG0a4h.jpg,1990-11-21,Predator 2,False,6.279,3471
False,/e9zfOyNd3YaViIGadiqWg9x8pAq.jpg,"[28, 12, 878]",861,en,Total Recall,"Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Recall, a company that manufactures memories. When his memory implant goes wrong, Doug can no longer be sure what is and isn't reality.",7.1021,/wVbeL6fkbTKSmNfalj4VoAUUqJv.jpg,1990-06-01,Total Recall,False,7.309,6001
False,/cDtefl7KGnKrDziEUXetMnztvqr.jpg,"[28, 53]",1573,en,Die Hard 2,"One year after his heroics in Los Angeles, John McClane is an off-duty cop who is the wrong guy in the wrong place at the wrong time. On a snowy Christmas Eve, as he waits for his wife's plane to land at Washington Dulles International Airport, terrorists take over the air traffic control system in a plot to free a South American army general and drug smuggler being flown into the US to face drug charges. It's now up to McClane to take on the terrorists, while coping with an inept airport police chief, an uncooperative anti-terrorist squad, and the life of his wife and everyone else trapped in planes circling overhead.",6.6313,/lDFO7D4MdbhjOwaPwe18QG69Rt0.jpg,1990-07-03,Die Hard 2,False,6.958,6009
False,/grXTsQ4cxBQ7DToJCl93yzA664x.jpg,"[27, 28, 878, 35]",9362,en,Tremors,"Val McKee and Earl Bassett are in a fight for their lives when they discover that their desolate town has been infested with gigantic, man-eating creatures that live below the ground.",6.9476,/cA4ggkZ3r1d5r9hOAUWC8x5ul2i.jpg,1990-01-19,Tremors,False,6.914,3351
False,/93WDwbpnt40peVQthtBQ6U8FCjr.jpg,"[16, 28, 878, 18, 14]",39323,ja,ドラゴンボールZ たったひとりの最終決戦〜フリーザに挑んだZ戦士 孫悟空の父〜,"Bardock, Son Goku's father, is a low-ranking Saiyan soldier who was given the power to see into the future by the last remaining alien on a planet he just destroyed. He witnesses the destruction of his race and must now do his best to stop Frieza's impending massacre.",6.3618,/docwOsWZuwJKQdwcYJtQPBcg6bm.jpg,1990-10-17,Dragon Ball Z: Bardock - The Father of Goku,False,7.547,730
False,/ywWva4trKw7f3wtbz81Fe3FnrtC.jpg,"[12, 18, 37]",581,en,Dances with Wolves,"Wounded Civil War soldier John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",6.9348,/hw0ZEHAaTqTxSXGVwUFX7uvanSA.jpg,1990-03-30,Dances with Wolves,False,7.845,4385
False,/vKp3NvqBkcjHkCHSGi6EbcP7g4J.jpg,"[12, 35, 878]",196,en,Back to the Future Part III,"The final installment finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",5.8774,/crzoVQnMzIrRfHtQw0tLBirNfVg.jpg,1990-05-25,Back to the Future Part III,False,7.489,10900
False,/ysYBfA0VcbJic9CURRmR1QwWaKw.jpg,"[28, 12, 53]",1669,en,The Hunt for Red October,"A new technologically-superior Soviet nuclear sub, the Red October, is heading for the U.S. coast under the command of Captain Marko Ramius. The American government thinks Ramius is planning to attack. Lone CIA analyst Jack Ryan has a different idea: he thinks Ramius is planning to defect, but he has only a few hours to find him and prove it - because the entire Russian naval and air commands are trying to find Ramius, too. The hunt is on!",5.1939,/yVl7zidse4KiWtGMqHFtZCx4X3N.jpg,1990-03-02,The Hunt for Red October,False,7.381,3394
False,/bZsATFS6wg6L45ele7Ve4ogGkUT.jpg,"[14, 18, 27]",60898,cn,聊齋艷譚,"After one thousand years, three vixens transform into humans. They seduce a poor young scholar who soon finds himself in a horrifying situation.",5.1529,/fTUCwsxVoLFuodAtlL6aITP1B45.jpg,1990-05-19,Erotic Ghost Story,False,6.2,86
False,/iR3tV8NXFls4UKzPA60D4zrI7Jh.jpg,"[35, 27, 14]",928,en,Gremlins 2: The New Batch,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",5.8101,/35F5yD7MljvBE2AC0NHAVCoPGEi.jpg,1990-06-15,Gremlins 2: The New Batch,False,6.516,2699
False,/voc0qPuvMtJN8cF2tIu1fVvnneu.jpg,"[12, 28, 18]",2119,en,Days of Thunder,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",5.3572,/8UvcoeMJag8UWGF8sg7eYspzq0Q.jpg,1990-06-27,Days of Thunder,False,6.368,1549
False,/x3wFxF9rEpoxmsp8a80oWv5te6X.jpg,"[10749, 80, 53]",14864,en,The Hot Spot,"Upon arriving to a small town, a drifter quickly gets into trouble with the local authorities — and the local women — after he robs a bank.",5.5286,/iQCP69183K1QZo8bb23nkcLap3W.jpg,1990-10-12,The Hot Spot,False,6.3,278
False,/cT0YCYCtAQC8wi56VWK1JRGgk3a.jpg,"[28, 12, 80, 878, 53]",5549,en,RoboCop 2,"After a successful deployment of the RoboCop Law Enforcement unit, OCP sees its goal of urban pacification come closer and closer, but as this develops, a new narcotic known as ""Nuke"" invades the streets led by God-delirious leader Cane. As this menace grows, it may prove to be too much for Murphy to handle. OCP tries to replicate the success of the first unit, but ends up with failed prototypes with suicidal issues... until Dr. Faxx, a scientist straying away from OCP's path, uses Cane as the new subject for the RoboCop 2 project, a living God.",4.8117,/uL3Ab6SOcN35ZTF2XrE1NzFwXdl.jpg,1990-06-22,RoboCop 2,False,6.024,1965
False,/rUAn3Ul1tL7JXMjZ951UOI3F0UA.jpg,"[18, 53]",1700,en,Misery,"After an accident, acclaimed novelist Paul Sheldon is rescued by a nurse who claims to be his biggest fan.  Her obsession takes a dark turn when she holds him captive in her remote Colorado home and forces him to write back to life the popular literary character he killed off.",4.9325,/23Y65uWaVMpqfbZTN3CT0aei4D5.jpg,1990-11-30,Misery,False,7.747,4834
False,/h8n7enoDRJq9n8tE8xcdr6W72Pe.jpg,"[27, 53]",11186,en,Child's Play 2,"Chucky is reconstructed by a toy factory to dispel the negative publicity surrounding the doll, and tracks young Andy Barclay to a foster home where the chase begins again.",5.1011,/2tPQbPQeHEYAGoXFSW61IWNmoce.jpg,1990-11-09,Child's Play 2,False,6.321,1896
False,/zG8sOSReFKlBVz7k8hOXPjwoPxH.jpg,[18],1375,en,Rocky V,"A lifetime of taking shots has ended Rocky’s career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.",5.0737,/tevHaVxtrMTaUi8f3YjLWYSSY8A.jpg,1990-11-16,Rocky V,False,5.77,3276
False,/tRKTlMoTsAhYpuq19V8Wk3RFY4O.jpg,[18],11005,en,Awakenings,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",4.7932,/9gztZXuHLG6AJ0fgqGd7Q43cWRI.jpg,1990-12-04,Awakenings,False,7.777,2642
False,/aYBEOdcoOsEGNFdEcMYhvFrELyR.jpg,[28],9399,en,Lionheart,"Lyon Gaultier is a deserter in the Foreign Legion arriving in the USA entirely hard up. He finds his brother between life and death and his sister-in-law without the money needed to heal her husband and to maintain her child. To earn the money needed, Gaultier decides to take part in some very dangerous clandestine fights.",4.7759,/4fgTLKtYLU13MiuWcPnC1esJI53.jpg,1990-06-07,Lionheart,False,6.56,1075
False,/s0XaJEApAfgMgKUBy6UfOnNTtwR.jpg,"[28, 16, 878]",39101,ja,ドラゴンボールZ 地球まるごと超決戦,Goku and friends must stop a band of space pirates from consuming fruit from the Tree of Might before it's destructive powers drain Earth's energy.,4.4862,/fDX4Dp8IKvjBAaEb5MOJrGkxWX0.jpg,1990-06-07,Dragon Ball Z: The Tree of Might,False,6.504,585
False,/rk56vslwBXUCcNlQ74s6gmpJqxa.jpg,"[28, 53]",9322,fr,Nikita,"A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance – as a secret political assassin controlled by the government.",5.0873,/1ulQDewUG4KKHOhpXdGKm3GdLFq.jpg,1990-02-21,La Femme Nikita,False,7.092,2008
False,/qAdQ7ZmzlMSVOc2dPtNq5tjroEZ.jpg,"[18, 10402]",62734,it,Paganini,"Legendary ""devil violinist"" Niccolo Paganini sets all of 19th century Europe into frenzy.",2.4699,/mDjPdNgI8xTvm2sjyYCcsJRgO35.jpg,1990-05-25,Paganini,False,5.3,26
False,/gy4RzOcJsRpJXOnZ7bWJEbE9UZ2.jpg,"[80, 53, 10749]",483,en,Wild at Heart,"Young lovers Sailor and Lula hit the road to start a new life together away from the wrath of Lula’s deranged, disapproving mother, who has hired a team of hitmen to cut the lovers’ surreal honeymoon short.",4.5006,/uLUFI5sJIfWrBUWB2Y1dEuyvvVy.jpg,1990-08-17,Wild at Heart,False,7.0,1767
False,/6teOJJUV5IGaX7ucJv2ONoGGf4e.jpg,"[878, 28, 12, 35, 10751]",1498,en,Teenage Mutant Ninja Turtles,"A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.",4.5235,/shfAU6xIIEAEtsloIT3n9Fscz2E.jpg,1990-03-30,Teenage Mutant Ninja Turtles,False,6.689,1838
False,/xVHgLL32VHlPMl1syvVMuZFSVLM.jpg,"[28, 16, 878]",39100,ja,ドラゴンボールZ この世で一番強いヤツ,"The evil Dr. Kochin uses the dragon balls to resurrect his mentor, Dr. Wheelo, in an effort to take over the world. Dr. Wheelo, his body having been destroyed by the avalanche that killed him fifty years before, desires the body of the strongest fighter in the world as his new vessel. Believing Roshi to be the world's strongest warrior, Dr. Kochin abducts Bulma and forces Roshi to surrender himself to save her. When Goku hears of their abduction, he goes to their rescue.",4.1927,/5elbm3iLgGQ6nA5vqUmi9vIojbF.jpg,1990-03-10,Dragon Ball Z: The World's Strongest,False,6.596,517
False,/gIpMTiTPsuqWnJUU9Ft9U9KIijp.jpg,"[53, 80]",9558,en,King of New York,A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.,4.4068,/1MyH4MJAJZJbb6wDVeOc2bTECtK.jpg,1990-07-18,King of New York,False,6.743,715
False,/yR4ECYX8AlucHG0zYD5cAlvWenO.jpg,[18],283427,zh,販母案考,"A widow by the name of Lee Jiu Jin, willingly sold herself to a farway outskirts village without knowing that she is to be shared by 7 men, so as to raise the money for her son's wedding. As these villagers are extremely poor, the men could not afford to keep a wife. This kind of transaction was common in China for women to be sold as brides, but the Government intend to put a stop to such practices by enforcing laws which results in the exile of lawbreakers. Bearing this in mind, Lee and her 7 husbands lived in constant fear of being caught and as for Lee the sufferings and hardships were more than she could bear. As the time passes, Lee grew to understand all 7 men's background, and her hatred for them turn into pity. This relationship at last ended in tragedy.",4.201,/z6DiE4guPvwK2l1eQUQl92yZXe1.jpg,1990-01-01,A Woman and Seven Husbands,False,0.0,0
False,/hXzECstugCzUCF9GT4eEMlPn9Pj.jpg,"[18, 878, 27]",1551,en,Flatliners,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life.",3.3831,/wda3j7p7YHXKpFIlSzoTCtP7myF.jpg,1990-08-10,Flatliners,False,6.497,1599
False,/oxfN2hOLhMPCuDdG68f3wAV7uIu.jpg,"[80, 18, 10749]",18311,cn,阿飛正傳,"Yuddy, a Hong Kong playboy known for breaking girls' hearts, tries to find solace and the truth after discovering the woman who raised him isn't his mother.",3.4458,/acfLUO8E61u0ooWS6htbzTHDBcI.jpg,1990-12-15,Days of Being Wild,False,7.3,525
False,/22328gc644F4pZn30nWPPUo4I93.jpg,"[10751, 14, 12, 18]",34636,de,Die unendliche Geschichte II - Auf der Suche nach Phantásien,"Once again, Bastian is transported to the world of Fantasia which he recently managed to save from destruction. However, the land is now being destroyed by an evil sorceress, Xayide, so he must join up with Atreyu and face the Emptiness once more.",3.1294,/bRSLCuO2B6owYBtUwGYGqWZCVo6.jpg,1990-10-25,The NeverEnding Story II: The Next Chapter,False,5.761,821
False,/zkIMr5t0B95nZPhY4AvI4v3qYH.jpg,"[12, 35, 80]",8592,en,Dick Tracy,The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.,3.4371,/AonBXZe8GwnW8f1TWI2KcewOsfS.jpg,1990-04-05,Dick Tracy,False,6.1,967
False,/jz6QSRsQWQUsj8iIdcHltbKkBs3.jpg,[18],53932,es,Las edades de Lulú,"Fifteen-year-old Lulu has never known any affection from her family. But when she goes to a rock concert with Pablo, a friend of the family, he introduces Lulu to her first sexual experience. Years later, Pablo and Lulu have married; Pablo has created a sheltered, private world for Lulu, into which nothing intrudes. However, Lulu tires of her cloistered existence, and begins hanging out in shady bars, looking for vicarious thrills and danger.",3.3427,/reyEwMbNZ88RjS9JP9FkY7vptp4.jpg,1990-12-03,The Ages of Lulu,False,6.377,281
False,/1La7x5ker41ZWUu4PJCWTBI5xxS.jpg,"[14, 18]",12516,ja,夢,A collection of magical tales based upon the actual dreams of director Akira Kurosawa.,3.289,/ltBHJ2gWoOZejfV6e7W3Fp3rHLV.jpg,1990-05-11,Dreams,False,7.7,499
False,/duKQcnaxGsSMqgRuxORPqhR4sKp.jpg,"[53, 10749, 18]",14249,en,Revenge,"Michael ‘Jay’ Cochran has just left the Navy after 12 years and he's not quite sure what he's going to do, except that he knows he wants a holiday. He decides to visit Tiburon Mendez, a powerful but shady Mexican businessman who he once flew to Alaska for a hunting trip. Arriving at the Mendez mansion in Mexico, he is immediately surprised by the beauty and youth of Mendez’s wife, Miryea.",2.8596,/83diOZcg6ZiY8voNy2k4BX9TsMf.jpg,1990-02-16,Revenge,False,6.502,453
False,/2JnyyxTibd5ZdMKMePY7zSyedmi.jpg,[27],11587,en,The Exorcist III,"On the fifteenth anniversary of the exorcism that claimed Father Damien Karras' life, Police Lieutenant Kinderman's world is once again shattered when a boy is found decapitated and savagely crucified.",2.9408,/bl6nSPcyqz6xD2Igd2VQvz8qWo0.jpg,1990-08-17,The Exorcist III,False,6.247,802
False,/zP9nH7BpQ2BAmAkfx5FObVkLxrB.jpg,"[35, 10751]",11077,en,Problem Child,"Ben Healy and his social climbing wife Flo adopt fun-loving seven year old Junior. But they soon discover he's a little monster as he turns a camping trip, a birthday party and even a baseball game into comic nightmares.",4.1026,/kgckcpAiBrI5l78MrxCw2ZakycU.jpg,1990-07-27,Problem Child,False,6.134,860
False,/vNz1LTGnXY9YPqdTEnK7FbRYD7w.jpg,"[28, 18, 878, 10770]",19593,en,The Death of the Incredible Hulk,"During the critical experiment that would rid David Banner of the Hulk,a spy sabotages the laboratory. Banner falls in love with the spy, Jasmin, who performs missions only because her sister is being held hostage by Jasmin's superiors. Banner and Jasmin try to escape from the enemy agents to rebuild their lives together, but the Hulk is never far from them.",2.3228,/6q6CviMLR97ssODmKhxgyxQuoYp.jpg,1990-02-18,The Death of the Incredible Hulk,False,5.627,106
False,/kETxLQoX3dArTA4SgPWYR4ZxARu.jpg,"[10402, 35]",316417,sh,Hajde da se volimo 3,"Wealthy guy from Australia travels to his birthplace in Bosnia so he'd make a giant wedding with Yugoslavia's biggest star Lepa Brena. Although it's a Brena doppelganger, media rush to publish the story so Lepa Brena must run across the country to stop the false wedding and tell everyone the true.",2.9116,/vB6L3447N6QmT37xy2NXPdWxHnn.jpg,1990-11-19,Let's Make Love 3,False,4.6,7
False,/ti84zQAKUm049pf2yLIZqy53Hw1.jpg,"[18, 878]",20815,en,The Handmaid's Tale,"In a dystopian, polluted right-wing religious tyranny, a young woman is put in sexual slavery on account of her now rare fertility.",3.0446,/cnkKQyRzoCMZliMaknTOXHqXKaz.jpg,1990-02-15,The Handmaid's Tale,False,6.2,247
False,/coTUjqmUcrNLhxVISDdAAphemLt.jpg,"[28, 12, 35, 10749]",1727,en,Bird on a Wire,"An FBI informant has kept his new identity secret for 15 years. Now an old flame has recognised him, and the bad guys are back for revenge.",2.5873,/liMWv3o05MbXV0QoDdFNsincUxa.jpg,1990-05-18,Bird on a Wire,False,6.222,963
False,/mYiTorq97lCQHUDTbk7M4jiT5B0.jpg,"[28, 80, 53, 9648]",17466,en,Death Warrant,"Canadian policeman Louis Burke is assigned in a jail to investigate the murders of prisoners and jailors. While there, Louis, using his outstanding martial arts skills, is able to save his life and make himself respected in this violent world.",2.643,/95mcKAcTgvonhx3BS5psLguyEVu.jpg,1990-09-14,Death Warrant,False,6.229,579
False,/6KIAGiR2F4ffzZu8lXyxP2JliXk.jpg,"[10749, 35]",9356,en,Look Who's Talking Too,"Mollie and James are together and raising a family, which now consists of an older Mikey and his baby sister, Julie. Tension between the siblings arises, and as well with Mollie and James when Mollie's brother Stuart moves in. Mikey is also learning how to use the toilet for the first time.",2.7906,/m409mVHmvDOZJltNzHJYigUthsW.jpg,1990-12-14,Look Who's Talking Too,False,5.476,1409
False,/oubk1SEFtg3Q8eOncFvGQVa6OoP.jpg,"[18, 9648, 27]",2291,en,Jacob's Ladder,"After returning home from the Vietnam War, veteran Jacob Singer struggles to maintain his sanity. Plagued by hallucinations and flashbacks, Singer rapidly falls apart as the world and people around him morph and twist into disturbing images. His girlfriend, Jezzie, and ex-wife, Sarah, try to help, but to little avail. Even Singer's chiropractor friend, Louis, fails to reach him as he descends into madness.",2.793,/ufLcHIi1aXjjH8MediAMvnwDsVI.jpg,1990-11-02,Jacob's Ladder,False,7.355,1715
False,/hehaK1jIuTOvRPGPccVivZcZ2Cb.jpg,"[14, 10751, 27]",10166,en,The Witches,"A young boy named Luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention, where the Grand High Witch is unveiling her master plan to turn all children into mice. Will Luke fall victim to the witches' plot before he can stop them?",2.7326,/mPYBjVkeHakkPGY7WaKyyNU4RWm.jpg,1990-05-25,The Witches,False,6.936,1285
False,/zzXvwTGhkdDOBLMhhfIBGaYaODh.jpg,"[28, 80, 53, 10752]",11909,cn,喋血街頭,"Three childhood friends from the slums of Hong Kong flee to war-time Saigon after accidentally murdering a gang leader, but their troubles only escalate.",3.0693,/zavndxcuSfd7OmeqxloMkrl28Oa.jpg,1990-08-17,Bullet in the Head,False,7.575,285
False,/rCTf5W1531LiFxJzUhdAcV9EDav.jpg,"[28, 80, 18, 53]",10173,en,Marked for Death,"Just retired from the Drug Enforcement Agency, John Hatcher returns to his hometown and quickly discovers that drugs have infiltrated his old neighborhood. Determined to drive the dealers out, Hatcher crosses paths with a ferocious Jamaican drug lord who vows that Hatcher and his family are now marked for death.",3.0498,/xYaetJsSm5FC1zxhdW8UR1NVXzc.jpg,1990-10-05,Marked for Death,False,6.1,547
False,,"[80, 53]",451767,ja,ＯＬ連続レイプ　巨乳むさぼる,"Following cosmetic surgery to enhance her breasts, an office worker is raped. The rapist's son, after setting his distinctly Oedipal gaze on his father's busty victim, locates her and they begin an ill-fated sadomasochistic affair that leads to a bloody killing spree.",3.2556,/6YBko8Ty3THFoJZI1Y7At8QSDgJ.jpg,1990-08-31,OL renzoku rape: Kyonyû musaboru,False,3.7,9
False,/6x7yvYQjVvqGHf9fkLUUlHAFo9R.jpg,"[53, 28, 35, 80]",11595,en,Another 48 Hrs.,"For the past four years, San Francisco cop Jack Cates has been after an unidentified drug kingpin who calls himself the Ice Man. Jack finds a picture that proves that the Ice Man has put a price on the head of Reggie Hammond, who is scheduled to be released from prison on the next day.",2.5621,/3oSAuZP0346zcIo6awKzHyGUS44.jpg,1990-06-08,Another 48 Hrs.,False,6.006,914
False,/ewCZBw1MlYg1Juk01IIo7vEra3C.jpg,"[80, 35, 18, 28, 53]",26936,ja,３－４Ｘ１０月,"Masaki, a baseball player and gas-station attendant, gets into trouble with the local Yakuza and goes to Okinawa to get a gun to defend himself. There he meets Uehara, a tough gangster, who is in serious debt to the yakuza and planning revenge.",2.7051,/cyOqtWxEtMPThNYdydH0W7sYlVp.jpg,1990-09-15,Boiling Point,False,6.89,205
False,/7eBAGOeAX7PWqYo9QVVeGjndMRk.jpg,"[28, 18, 80, 53]",9569,en,Hard to Kill,"Mason Storm, a 'go it alone' cop, is gunned down at home. The intruders kill his wife, and think they've killed both Mason and his son too. Mason is secretly taken to a hospital where he spends several years in a coma. His son meanwhile is growing up thinking his father is dead. When Mason wakes up, everyone is in danger - himself, his son, his best friend, his nurse - but most of all those who arranged for his death",3.5822,/nmtMNxslljllSTVtt7VIOXdxSZp.jpg,1990-02-09,Hard to Kill,False,6.0,624
False,/cEsnLkTCJ4jh9Oym7nPAPGnOMm3.jpg,"[18, 53, 80]",379,en,Miller's Crossing,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",2.7819,/ab3pnsTKp3BgcAFy0FgWBFBg9FL.jpg,1990-09-21,Miller's Crossing,False,7.46,1706
False,/1XVfmGPQslh25GMJeaggGtYPc9E.jpg,"[27, 53]",25018,en,Leatherface: The Texas Chainsaw Massacre III,Two college students driving coast to coast are lured off the main highway and onto a deserted Texas road. Here they are stalked by the menacing Leatherface and his demented family...a bizarre cannibalistic clan with blood on their hands and a feast on their minds. The students’ only chance for escape is a survivalist with enough firepower to blast Leatherface and the rest of the grisly predators to hell. A depraved shocker of intense terror from the gruesome beginning to the bloody finish.,2.842,/gqAq8gszz5OUbm4s622M24xnmOK.jpg,1990-01-12,Leatherface: The Texas Chainsaw Massacre III,False,5.303,583
False,/gzj6i2yOON6i30NrihTsDWEYOm7.jpg,"[28, 878, 53]",9556,en,Darkman,"Dr. Peyton Westlake is on the verge of realizing a major breakthrough in synthetic skin when his laboratory is destroyed by gangsters. Having been burned beyond recognition and forever altered by an experimental medical procedure, Westlake becomes known as Darkman, assuming alternate identities in his quest for revenge and a new life with a former love.",2.7147,/u3CHG0I5VPFaIbA6pdU0n2W813s.jpg,1990-08-24,Darkman,False,6.432,1414
False,/qWP5TlH1448Pt9ayyuLZJY0NXWj.jpg,[35],951,en,Kindergarten Cop,"Hard-edged cop John Kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. Pitted against a class of boisterous moppets whose antics try his patience and test his mettle, Kimble may have met his match … in more ways than one.",3.4641,/nKnHWwkXyvhzCYWm3FyRAv3qBrl.jpg,1990-12-21,Kindergarten Cop,False,6.113,2593
False,/5uM5NIxyKgl8ykBYUKwHiczc2nR.jpg,"[35, 10749]",16814,en,Crazy People,"A bitter ad executive, who has reached his breaking point, finds himself in a mental institution, where his career actually begins to thrive with the help of the hospital's patients.",2.7822,/iV2Iaq9DVZxhYNSpOTB3eKfaAPi.jpg,1990-04-13,Crazy People,False,5.781,89
False,/2Er4kCOmW8ubeHOfzmo5ChdrmiY.jpg,"[28, 10749, 80]",81128,cn,天若有情,"After a young Triad member takes an upper-class girl hostage during his escape from a jewelry heist, the two find themselves falling in love, in spite of the repercussions caused by their forbidden relationship.",2.6664,/uO6TjYi6vWKRhjmBFScbjh4ja86.jpg,1990-06-14,A Moment of Romance,False,7.1,54
False,/5M74xLqZo1uZP1PKO44LiM20EXR.jpg,"[28, 80, 18]",18767,cn,火燒島,Someone in a prison run by a corrupt warden fakes the deaths of convicts to later use them as expendable assassins. A police officer is sent into the prison to gather evidence of the corruption.,2.6604,/1sGDNO8HlpcVmXpBxOAKEV270cI.jpg,1990-03-28,Island of Fire,False,6.2,132
False,/dxoYbFNaIBhtOUb1Q3tEOuSdwMc.jpg,"[9648, 80, 53]",11092,en,Presumed Innocent,"Rusty Sabich is a deputy prosecutor engaged in an obsessive affair with a coworker who is murdered. Soon after, he's accused of the crime. And his fight to clear his name becomes a whirlpool of lies and hidden passions.",2.4497,/jSPWptOsqU1nxXQe6muSPB0kD3c.jpg,1990-07-27,Presumed Innocent,False,6.8,729
False,/qqOYSCUshg7suPCm3fCJxb3Jp2D.jpg,[27],19185,en,Night of the Living Dead,"In this remake of the classic 1968 film, a group of people are trapped inside a farmhouse as legions of the walking dead try to get inside and use them for food.",2.8515,/isp4lCv08asTPNvv8Xe8oQK293n.jpg,1990-10-19,Night of the Living Dead,False,6.852,872
False,/3a3Ch56Y7n8ouiAXPdFDmVLnvWz.jpg,"[28, 53, 878, 80, 27]",19384,en,Dark Angel,"Jack Caine is a Houston vice cop who's forgotten the rule book. His self-appointed mission is to stop the drugs trade and the number one supplier Victor Manning. Whilst involved in an undercover operation to entrap Victor Manning, his partner gets killed, and a sinister newcomer enters the scene...",2.0383,/qEQjkCWU93czYxWwpSofgebv7rO.jpg,1990-01-26,Dark Angel,False,5.941,331
False,/1GI2DhcY9bnLooI5DZSP00mYa83.jpg,"[12, 16, 10751, 35, 14]",10837,en,DuckTales: The Movie - Treasure of the Lost Lamp,"With his nephews and niece, everyone's favorite rich uncle, Scrooge McDuck, treks from his mansion home in Duckburg in search of the long-lost loot of the thief Collie Baba. But finding the goods isn't quite what it's ""quacked"" up to be! Their thrilling adventure leads to comical chaos, magical mayhem, and a lesson about what is far more valuable than money, gold and jewels.",2.2601,/tXya1Z9SC51kNOHsFxRqL1GIBua.jpg,1990-08-03,DuckTales: The Movie - Treasure of the Lost Lamp,False,6.725,894
