adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,,[27],807655,es,Orgía de terror,,0.1974,/8s2Db6b63f0lCJl3oVZkW3clI9g.jpg,1990-12-31,Orgy of Terror,False,5.0,1
False,/pwpVLXkEOuTbOU9KTS5h0od1fVL.jpg,"[28, 80, 18]",469739,th,ต้องปล้น,"John and Kong, both were working for an auto shop with Berm who was working at a rice mill. They tired of their direly chores and together they robbed a bank. It was too easy for them. However, they have to be on the run when cops are after them. The trio takes hostages but after all they have to surrender and the law once again is the winner.",0.1779,/eZQ08myySwX8LYGSqJAKUUO2XRE.jpg,1990-10-13,Bank Robbers,False,8.0,1
False,,[],620222,ar,خمسه كارت,"The owner of the shop deals with sex movies, the drug trafficker trades openly, the owner of the cafe allows gambling, and the butcher slaughters outside the slaughterhouse. He prints the personal cards of a senior official and swears his personality to show Officials are interested in warm people, the idea succeeds at first, but the real official appears on one of the visits and the surprise comes.",0.1442,/lLfoXorHKwI23hTBWltMQNBFigq.jpg,1990-01-01,Khamsa Kart,False,0.0,0
False,,"[18, 10751]",993133,id,Ibuku Malang Ibu Tersayang,"Sasongko impregnates Corry, a university student who works in his office, and refuses to take responsibility. Corry is expelled from the house Sasongko had given her by his wife Mrs. Sasongko. Then, 18 years later, Sonny, Corry’s son, who has been taught to hate his father although he was never told his name, starts looking for him. In the meantime, Prasetyo, a respected businessman, who has a harmonious family, is in the midst of constructing a large building for his wife. Before the construction can be completed, cement prices skyrocket due to a shortage of supplies, and Prasetyo needs  more money than expected to keep the work going. He seeks the assistance of Nur to find funds. Nur succeeds in getting a loan from Sasongko, who now heads a powerful conglomerate.",0.1158,/cRmRDi2lrGZAMqxb7A0mxfgrtAw.jpg,1990-10-23,Ibuku Malang Ibu Tersayang,False,0.0,0
False,,[99],466502,hi,ऊना मित्रं दी याद प्यारी,About the communal clashes between Sikh and Hindu fundamentalists during the Khalistan Movement and the subsequent endeavors of secular parties with Marxist associations in reinstating peace in the state.,0.11,/p76aQ98HgHlgxWUQYT6ksKB1wn7.jpg,1990-04-01,In Memory of Friends,False,7.0,1
False,,[],1286840,en,Breast is Best,A comedy seen through the eyes of a harassed waitress. A 'Sexy Susie' sundae and a breast-feeding mother collide in an American-style diner in Glasgow.,0.0651,,1990-09-11,Breast is Best,False,0.0,0
False,,[99],1084461,sv,I huvet på n' Gamlin,"Documentary about the Swedish humorist, film maker and artist Yngve Gamlin",0.0972,/wXt1ZsL72s3k3nGmBcHGU8ItnzY.jpg,1990-06-23,I huvet på n' Gamlin,False,0.0,0
False,,"[878, 14]",716135,en,ウルトラマンG ゴーデスの逆襲,"The first of two compilation films for Ultraman Great (aka Ultraman: Towards the Future). Jack Shindo is an astronaut doing research on the planet Mars. On a routine mission to survey the desolate landscape, he discovers mankind's greatest threat, Gudis, whose monsters have been ordered to kill all life on Earth. Jack must work with the mysterious colossal alien Ultraman and the Universal Multipurpose Agency to save humanity from extinction!",0.2114,/9HVuOlMNQvZehf4Bta9i22peJmf.jpg,1990-09-25,Ultraman Great: The Alien Invasion,False,5.2,4
False,/cWb5Ay0LUqWgGMT7SUpUea7UeZh.jpg,[28],1047676,en,Royal Angels - On Duty of Death,"A computer disk that prints counterfeit money has been stolen and is up for sale to the highest bidder. A crack team of detectives led by Ben, Carrie, and Kurt sets out to intercept the disk and use it as bait to force shady businessman and under-world godfather Gilman to show his hand.",0.1302,/iOk3o9WiCKbPakTSboXYTi298Ov.jpg,1990-01-01,Royal Angels - On Duty of Death,False,0.0,0
False,/rEIwF9nqMd1PUviEUOTrjPgwv4Y.jpg,[],401978,es,Tina Turner: Do You Want Some Action! (Live From Barcelona),"In 1990, Tina Turner, touring in support of her seventh studio album Foreign Affair, hit the stage at Olympic Stadium in Barcelona to deliver an absolutely heroic performance in front of 75,000 people.",0.0979,/mE0wA2m1ynrb1Scif0APrrieMFZ.jpg,1990-06-13,Tina Turner: Do You Want Some Action! (Live From Barcelona),False,7.75,4
False,,[],826176,hi,Pati Parmeshwar,Dimple seduces a married Shekhar Suman in a damned sexy song.,0.1741,/41lyoYoIJTjJfhyPev8HYnH3vnW.jpg,1990-06-06,Pati Parmeshwar,False,0.0,0
False,,[18],355687,ml,വിദ്യാരംഭം,"Vidhyarambham is a 1990 Indian Malayalam film, directed by Jayaraj and produced by GP Vijayakumar. The film stars KPAC Lalitha, Nedumudi Venu, Murali and Sankaradi in lead roles.",0.1169,/25TGKTNzAwuYSRieXSsOxxqlSKb.jpg,1990-12-21,Vidhyarambham,False,4.5,1
False,,"[18, 10749]",1151680,bn,মনময়ূরী,"Priyo and Urmy are lovers who get separated due to the twisted ways of fate. Years later, when they meet each other, Priyo decides to help Urmy as she leads a troubled married life.",0.094,,1990-07-06,Mon Mayuree,False,0.0,0
False,,"[12, 10402, 80, 10751]",356263,en,Please Hammer Don't Hurt 'Em: The Movie,"MC Hammer returns to his hometown and, with the help of some funky tunes, defeats a druglord who is using kids to traffic his stuff.",0.1055,/c2HZ1rnrglY2Oo32ygI21KWUyM9.jpg,1990-06-01,Please Hammer Don't Hurt 'Em: The Movie,False,6.0,1
False,/5L3gbHHnk5PfohyOUyZL1Y7odGw.jpg,"[35, 10751, 10402]",593022,fi,Kiljusen herrasväen uudet seikkailut,"That Kiljunen familys sets out find their two missing family members, who have been sent to Tampere by the Matalamäki boarding school for retraining due to poor school performance.",0.1157,/knZoENWVlagirMy7bj8doau9TpG.jpg,1990-12-21,Kiljusen herrasväen uudet seikkailut,False,4.2,5
False,/pJIPrlkcnxfn5z1AjpEtMsIoQl2.jpg,[10402],76652,en,Alice Cooper: Trashes The World,"Not for the faint of heart, Alice Cooper Trashes The World includes all the macabre theatrics and dramatic staging that have made Alice one of the most imitated legends in rock. Filmed in Birmingham, England, it features the hits from Trash plus all the great Alice Cooper classics.",0.1432,/6CoIYVENUwBawfavy1VY1EYbq1t.jpg,1990-09-17,Alice Cooper: Trashes The World,False,7.2,10
False,,"[35, 10770]",511078,sv,Nigger,"Nigger is a dark comedy about a young couple who are going to be parents. When the child comes, there's a surprise.",0.2437,/d4m1k3gmFwEXCQW2EUhQbSeqELI.jpg,1990-11-25,Nigger,False,5.5,2
False,,[99],194495,en,Voice of the Moon,"This 30-minute series of images Stanley recorded while he was in Afghanistan in the late 80's with some Mujahadin rebels [and also the late war journalist Carlos Mavroleon (1958-1998), who worked as a producer], follows the people's daily attempts to survive in a country being torn to pieces by the Russian invasion.  During the shooting, Stanley also encountered the Taliban.  Originally made for UNICEF, the film lacks narration save for a Suti poem.  Instead, it is accompanied by Simon Boswell's brilliant score.",0.0996,/wPPIi5eQcJGISbD54FL2Q6yIlNa.jpg,1990-01-01,Voice of the Moon,False,5.8,5
False,,"[28, 10749]",509173,ta,புதிய சரித்திரம்,A 1990 romantic action drama in Tamil.,0.2005,/jzlNuFLkWZT2OMujGocI6crPXz5.jpg,1990-10-11,Pudhiya Sarithiram,False,0.0,0
False,,"[53, 28]",398533,en,Sitting Target,"Cop/ex-special forces officer Tony Rico crosses the mob by refusing to sell-out, even after he finds that his father is on their payroll. In a shoot-out, Tony is trapped in an exploding house that leaves him near death and comatose, with over 90 percent of his body burned.  Five years later, a man wakes up in a coma ward—a man with no past, whose face has been reconstructed with plastic surgery. A scientist researching memory recovery begins to piece together the unknown man's past, and consequently, the past of Tony Rico comes to light.  But the mob has not forgotten and Tony's life is still in jeopardy. When Tony's father discovers that his son is alive, he attempts to rescue him from a team of mob assassins.  It is only when Tony meets up with his original doctor that a final twist in his bizarre life is revealed.",0.1967,/q6yYlGM3CuCLB2rmXZloWtoD01n.jpg,1990-06-20,Sitting Target,False,6.0,1
False,/gNnCrTsS56RMj2Dk0MV18eAtBfv.jpg,[35],315798,it,Non più di uno,,0.189,/qxr5rap9FKfLmi71hZ8MtIebTCE.jpg,1990-03-16,Non più di uno,False,4.5,8
False,/4n9FOOs8Vh0SavQkOJifLE6qNkK.jpg,"[99, 10402]",855069,en,A Short Film About Chilling....,Follows the Ibiza club scene during the summer of 1990,0.1107,/nPho92ZOBYE1K7R5HtgY9TanDyn.jpg,1990-08-31,A Short Film About Chilling....,False,0.0,0
False,/gNQqb6g062eJvKDHgEQbdAUrq4x.jpg,[35],678247,vi,Số Đỏ,"The sexually repressed widow Doan comes to play tennis in the court where sly, lewd orphan Xuan (nicknamed Red-haired Xuan for his sunburnt hair) is working as a ball boy. Their encounter that day would change Xuan's life forever, as the widow introduced him to an entirely different world of the hypocritical and decadent petite bourgeoisie class, a condition of ""Westernized"" middle-class Hanoians under French colonial rule in the 1920s. An 8-part series adapted from Vu Trong Phung's classic satire.",0.1114,/rktymvH4msh9LKBJTc9ATDu2kp6.jpg,1990-01-01,Dumb Luck,False,0.0,0
False,/gG8z2qlVm8atqZSbBn45BJBHTNh.jpg,[35],835039,en,Dorf Goes Auto Racing,"World-famous European race car driver, Duessel Dorf, comes to America to take on his greatest challenge-stock car racing in the Indy 500. However, Dorf, with his usual skill, soon turns the race into a shambles and sets the world of stock car racing on its ear.",0.0947,/7Apen7O8BAcATxPt8JFK8VJYFpd.jpg,1990-12-01,Dorf Goes Auto Racing,False,0.0,0
False,,[35],891212,el,Ένας Κυπραίος σούπερ μαφίας,Andreas is an irresponsible guy who owes money to the whole world. Suddenly he becomes the owner of a large inheritance. But to get it he has to find his missing brother. That's where things get complicated because three missing brothers show up. Who is the real one?,0.1102,/ibjWlPcAlSKwHikSZIaTf616WS1.jpg,1990-01-01,A Cypriot Super Mobster,False,3.0,1
False,,[18],188905,en,Kiss Napoleon Goodbye,Punk icons Lydia Lunch and Henry Rollins star in this cult drama about a pregnant pianist named Hedda whose marriage to husband Neal (Don Bajema) hits the skids with the sudden appearance of a mysterious stranger.,0.1451,/yy9k80d46naKuHo6qksnWdOD35C.jpg,1990-01-01,Kiss Napoleon Goodbye,False,5.0,3
False,,[10402],990003,ja,FILM RISKY,"FILM RISKY is the first home video by B'z, released on December 16, 1990 on both VHS and LaserDisc. Along with the proceeding release JUST ANOTHER LIFE the next year, the pair of releases are the only two B'z home videos to not be later made available on DVD.",0.1068,/q9a8Jg6JAu63DVE8EhpMVCr9mb1.jpg,1990-12-16,FILM RISKY,False,0.0,0
False,,"[9648, 53]",1420023,kn,ಗುಡ್ಡದ ಭೂತ,"When a retired father and his daughter from Mumbai moves into a house in a village rumored to be haunted faces paranormal activities. They must uncover the secret with the help of Sreenivas, a friend of the daughter.",0.0982,/k08egk5FBoSytAJbWNfWffGj8yi.jpg,1990-01-01,Guddada Bhootha,False,0.0,0
False,,[],1329617,ja,未亡人ｏｎａｎｉｅ　見せてあげる,Pink film distributed by Xces / Nikkatsu.,0.0981,/614r5mmODzAeiHACYYXXGJACSer.jpg,1990-12-14,Widow Onanie: I'll Show You,False,0.0,0
False,,[18],1114035,cs,Pán plamínků,,0.0997,,1990-11-06,Pán plamínků,False,0.0,0
False,,"[18, 53, 10770]",976448,en,Children Crossing,"Is Joe really having an affair - or is Rosie imagining it all? A story of sexual jealousy, betrayal and vengeance - an emotional journey which keeps you guessing to the bitter end.",0.1216,/aHYld93nhydi6b6SoVJYdau9oc1.jpg,1990-03-25,Children Crossing,False,1.0,1
False,/fTUFadzXet37AvIORxl7qaunZou.jpg,[99],656905,de,Süden,"A lonesome car. The wind is whistling. A door of an undefined building opens—is it a holiday bungalow, a shed or a ruin? A woman is standing at the window. The heat of an idle day of holiday, perhaps. The South, a place of longing.",0.2184,/zsNvK7dYfUaAmHDbOMwIc2hYqo0.jpg,1990-03-12,South,False,5.0,9
False,,[99],392417,ru,Так жить нельзя,A film about the sociopolitical condition of the Soviet society at the end of the eighties.,0.1516,/eXiuvYbhuL1gn8k6A82frAs7eQZ.jpg,1990-09-01,You Can't Live Like That,False,3.0,1
False,,[],833602,ru,Нет чужой земли,,0.1485,/AvtuZNa7ivtjMd9Q0Fk3qg40J3s.jpg,1990-01-01,There is no Stranger's Land,False,0.0,0
False,,[],557768,en,Pavarotti: The Event,"A celebratory concert in honor of the 1990 Italian football team featuring the classic "" Nessun Dorma "". Performed at a gala concert in May 1990 at Milan Palatrussardi. With an audience of 10,000 people.",0.1517,/3CX8ZsWmbanwWDLuezfCE3lYx65.jpg,1990-05-27,Pavarotti: The Event,False,0.0,0
False,,"[28, 10751]",577357,en,Iddaru Iddare,"Iddaru Iddare is a 1990 Telugu Action drama film, produced by Akkineni Venkat and Yarllagada Surendra under Annapurna Studios & S.S. Creations banner and directed by A. Kodandarami Reddy.",0.1132,/vJgSikCOm7C0wccdP4BqkwhecnQ.jpg,1990-09-05,Iddaru Iddare,False,8.0,1
False,,[35],459435,en,Six Ladies Laughing,"Andrea Martin and Victoria Jackson headline this holiday comedy hour. Also featuring Kim Coles, Sue Kolinsky, Stephanie Hodge and Henriette Mantel.",0.1232,,1990-12-07,Six Ladies Laughing,False,0.0,0
False,,[],349751,ko,매춘시대,Mi-kyeong is kidnapped while travelling and taken to an island near Busan where she is forced to work as a prostitute. Her attempts to escape result in being tortured at the hands of the cruel madame. Her only hope lies in a young customer named Jae-hyeon.,0.1635,,1990-01-20,Age of Prostitution,False,0.0,0
False,,"[80, 18]",215423,pt,Filha da Mãe,"Maria is a sweet child. She hasn’t father and doesn’t like her mother. She has a boyfriend, A bandit who would like to change his class.",0.2179,/4iizNXLhiHUK5fYsWX1sZQM4E0F.jpg,1990-05-04,Lovely Child,False,6.2,3
False,,[10751],521890,de,Ferien mit Silvester,,0.0878,/eJZWM13QjLPDvDqury1MmL4S1Gq.jpg,1990-12-06,Ferien mit Silvester,False,6.0,1
False,/pgJDhKRYYnZNUdfkZwOFYmuqAHp.jpg,"[16, 9648, 35]",1469636,ru,Проклятая книга,"Spiritual medium Openshaw is so removed from real life that he confuses a military alarm with a signal from the other world. Father Brown returns the professor to reality and the problems of modern life.  Based on the ""The Blast of the Book"" short story  from ""The Scandal of Father Brown"" stories collection, written in 1935 by Gilbert K. Chesterton.",0.113,/sC2HwNUMz5gIUIXrK1m9HsKWhjC.jpg,1990-07-19,The Blast of the Book,False,10.0,1
False,/r6QU62ueAN6oNOkrQNkoPs1YMuF.jpg,[35],647129,th,ฉลุย โครงการ 2,"Pong has been diligent in his work until he never gets rested until he is stressed and mad. Pong can't remember anything, that's why all his friends have to come back together again. Everyone bring Pong to Bangkok and go to the old rainbow house where everyone used to live together to remember the old days. By the hope that it will be able to revive the memory of Pong.",0.1142,/6jrF2HZszpdkhSbTJT2OJKNGAdo.jpg,1990-03-22,Chalui Project 2,False,0.0,0
False,,"[16, 10751]",585131,en,Timeless Tales: The Emperor's New Clothes,"The Kingdom of Oaf is about to be attacked, but the Emperor is much too concerned with his spiffy new ""invisible wardrobe"" to notice. When the royal subjects finally admit that His Highness is wearing no clothes, the Emperor is embarrassed, but the kingdom is surprisingly saved.",0.1219,/xy6bLHlKSQGPbo2fSv09gjBEB1L.jpg,1990-09-27,Timeless Tales: The Emperor's New Clothes,False,0.0,0
False,,[35],649614,ro,Harababura,A few unrelated groups of people leave for vacation from Bucharest for the mountains. They meet by chance in Poiana Brașov.,0.1105,/hrgxAP7GRPECPfbc0YhRoMjBQaf.jpg,1990-01-01,Harababura,False,6.0,3
False,,[18],282937,de,Die Taube auf dem Dach,"Three people from very different walks of life meet at a large construction site. Young, unmarried, self-confident construction manager Linda Hinrichs dedicates herself completely to her work and enjoys living more independently then most women. Daniel, a student works on the construction site to make money during his summer holiday, and impresses Linda with his spontaneous energy and idealism. Brigadier Böwe, an older, divorced man works his way from one construction site to the other and has lost his own personal happiness on the path to developing what was seen as officially suitable social standards. Both men try to win Linda over, not realizing that they are taking her freedom away from her.",0.1319,/aBUOzsSXR8gHkU8wIy4Wcr3lCwR.jpg,1990-10-06,The Dove on the Roof,False,5.3,6
False,/gzr7TGiTwYYEx65ZAOt4g2J7YY3.jpg,[10402],555536,en,Grand Funk Railroad: Live At L.A. Forum 1974,"Grand Funk Railroad Live At The Forum, Los Angeles U.S.A 06-01-1974  01.Footstompin' Music 02.Rock & Roll Soul 03.Heartbreaker 04.Shinin' On 05.The Loco-Motion  06.We're An American Band 07.T.N.U.C. (With Drum Solo) 08.Inside Looking Out",0.3179,/owDjOX771FlwoRMVvMZUEKLf9D3.jpg,1990-06-01,Grand Funk Railroad: Live At L.A. Forum 1974,False,0.0,0
False,,[99],1097879,de,Reisen mit Peter Maffay - Israel,Peter Maffay and his wife explore Israel.,0.1076,/lHvQh4epWlcPgjIeXXR27w37iCJ.jpg,1990-06-01,Reisen mit Peter Maffay - Israel,False,0.0,0
False,/6nHczrruyONH6WgVDiXFPP7KIuQ.jpg,[18],468159,id,Taksi,"A young Indonesian leaves her baby in a cab, so the driver takes the infant home, then tries to find the mother.",0.1402,/nDuuKOPatCsrB8utVpcnz9ciHid.jpg,1990-03-01,Taxi,False,0.0,0
False,,"[18, 10751]",265256,de,Mich will ja keiner,"Ten-year-old Manuel and his 15-year-old brother Holger have lived with their father since he divorced their mother. Their grandma often takes care of them. As Manuel visits his mother, he finds out about her plans to go on a honeymoon with her friend Robert. Manuel, who wants to go on holiday with his mother, is upset about this and doesn't return from the visit. His father thinks the mother kept Manuel and requests a house search. Meanwhile, Manuel accommodates himself at his teacher's and astonishes her with inexplicable reactions until she realizes that Manuel is just looking for love and attention. The plot is interrupted by several cutbacks from Manuel's memories of the parent's conflicting relationship.",0.1949,,1990-01-01,Nobody Wants Me,False,0.0,0
False,,[],245414,en,Bikining Itim,Bikining Itim stars Joey Marquez a sex-comedy film about a man’s obsession over his Japan-bound girlfriend who grants him with a black bikini that will surely remind him of her in her absence.,0.1216,/A3E1k8TFMBbH3DHtLZ6ls5Eq3xb.jpg,1990-12-24,Bikining Itim,False,5.0,2
False,/eI3UDGT6r0Dp9M8xzYFQlIIBona.jpg,[18],388201,fa,عروس,Hamid and Mahin are husband and wife and are traveling to the north by their car. But in the way they have an accident with a rural woman. Unlike his wife's disagreement Hamid decides to escape the scene and lives the woman to die but it is only the beginning of his troubles.,0.2132,/hnCDXI9DESXbroX6xSgl7LHE8HL.jpg,1990-03-17,The Bride,False,4.7,3
False,/hUtOfA3wtXDlL3GqKd0ZuJJaNOK.jpg,"[80, 18]",238262,es,Caluga o Menta,"Niki and his friends are members of the marginalised underclass living on the outskirts of Santiago. During Chile's transition from dictatorship to democracy (1988-1990), they forge a path from drug- and drink-fuelled nihilism and petty crime into the world of market-driven illegality and Niki begins a seemingly predestined relationship with the middle-class ""loca"", Manuela. Memorable episodes and characters, quotable dialogue and a mix of earthy national portrait and surrealistic flourish make this one of the key Chilean films of the Nineties.",0.1769,/n7YtI2UgiWFIJU7ftw11Csapd26.jpg,1990-10-19,Caluga o Menta,False,6.0,2
False,/z211VtApGSowQTNEtsHSrhmn5mk.jpg,[35],71291,sv,Kurt Olsson - filmen om mitt liv som mej själv,"Hur blev Kurt den han blev? Varför blev han aldrig vald till klassens ordningsman? När kom Arne in bilden? Och vad hände när detta radarpar gjorde lumpen? Och Gudrun, vem tycker hon mest om - egentligen? Svaren får du i filmen om Kurtan. Kurtan tycks ha sina fingrar med i allt... från varvskrisen till högertrafikomläggningen... och på något himla sätt verkar allt gå snett...",0.0916,/uEzLivvuq03iN0zsgmlqpkyZrvT.jpg,1990-02-09,Kurt Olsson - filmen om mitt liv som mej själv,False,4.588,17
False,/ko19YQtLYNRUpB7fIzF5JRAA1I6.jpg,[10751],394721,en,Thomas & Friends: James Learns a Lesson,Get Ready! Get Set! Go! Join in on all of the excitement with Thomas and the rest of your Sodor Friends. Cheer on Thomas as he and Bertie race across the Island to prove who's the fastest. Cast your line in on the fun as Thomas decides fishing is not exactly what he expected and learn with James the danger of getting a little too rough with the coaches. Full steam ahead for wonders and surprises on this magical journey.,0.1528,/sQ0mYbwKrye4rWOprTl30ZIMz7J.jpg,1990-06-07,Thomas & Friends: James Learns a Lesson,False,10.0,1
False,,[],1279838,tl,Patigasan... ang Labanan,Eddie Garcia and Paquito Diaz teams-up in a comedy film,0.2201,,1990-04-05,Patigasan... ang Labanan,False,0.0,0
False,/nUrMOUegBNixA9J6NofUT2R1Xvg.jpg,[10752],948937,zh,剑吼长城东,,0.1272,/lSMYNhf6kBfNHwMRJJ9qgHdctV2.jpg,1990-08-08,剑吼长城东,False,0.0,0
False,,[35],291921,fr,Lagaf' : Histoire d'en rire,,0.1144,,1990-09-21,Lagaf' : Histoire d'en rire,False,4.8,2
False,,"[18, 10770]",1071683,en,Wedded,"A husband drives throughout the night on a voyage of self-discovery, while his wife waits at home, raking over the ashes of their marriage as their child sleeps in the next room.",0.1569,/78NPBoXalW1m224bugSeLfMSc9F.jpg,1990-08-29,Wedded,False,0.0,0
False,/yAeIZQLDioOkXlKXFuGBDNF60Za.jpg,"[18, 10752]",332856,fa,مهاجر,"A man who controls small airplanes to detect Iraq's front line, is put in danger not being able to return.",0.1054,/lJdvNcqU4y4b7cM0I08AXzvfP2i.jpg,1990-01-02,The Immigrant,False,4.8,4
False,,"[35, 18]",1190796,ar,جنان في جنان,"A young man returns from abroad after a long absence and after he was able to build a huge fortune from his work for years in Germany, only to find that his lover has married a wealthy man, so he decides to take revenge on her because she abandoned him.",0.2618,/5SlaF3aCz5tzzVGTlfyhqZJkeLU.jpg,1990-06-29,Genan Fi Genan,False,0.0,0
False,,"[14, 10751, 10770]",1215982,cs,Zrcadlo,,0.114,,1990-12-24,Zrcadlo,False,0.0,0
False,,[99],424257,de,Die Zeit ist aus den Fugen,"From August 1989 to March 1990, Heiner Müller and the Deutsches Theater ensemble develop “Hamlet/Maschine” amid East Germany’s peaceful uprising. Actors help organize the November 4, 1989 Alexanderplatz demonstration. After the wall falls, artists split between a “third way” and reunification.",0.1136,/rQXbTg9wCArEf5XC5RG75nDc1NK.jpg,1990-01-01,Die Zeit ist aus den Fugen,False,0.0,0
False,,"[35, 18, 10770]",196603,da,Kaj's fødselsdag,"When the hot-dog vendor Kaj from the small town of Skælskør in Denmark turns 40, his friends take him on a trip to Poland, to a long party with cheap liquor and emigration eager polish ladies. It will go merrily, but it gets serious for Kaj as he meets a girl who mistakes him for a wealthy Toyota dealer she has exchanged letters with.",0.191,/lBE2nvIFv823Cuq1AQ6eWhDkTUr.jpg,1990-08-03,The Birthday Trip,False,6.0,5
False,,[28],1297171,zh,仇中仇,,0.1234,,1990-06-06,仇中仇,False,0.0,0
False,,[],1280439,tl,Island of Desire,"An underaged couple falls in love with each other despite their parents' disagreement. They run off to nowhere until they encounter heavy rainfall and storms. They get shipwrecked and are brought to a deserted island. At first, they are separated until they are finally brought to each other's arms.",0.1793,,1990-10-04,Island of Desire,False,0.0,0
False,,"[27, 35]",1213299,tl,Multo,"Newlyweds Cathy and Mari spend their honeymoon at a rural vacation house in Baguio. They are less welcomed by the old caretaker who gives them a tour, including a locked room.",0.1593,/4xQvYclB5f6GmnSdyBxPdfVRNbK.jpg,1990-12-25,Ghost,False,0.0,0
False,,[],289486,en,Agter elke man,"A concluding movie to the Afrikaans television series that ran for two seasons, this movie focuses mainly on Bruce Beyers after he is released from jail (2 years after the second season ended).  Many main characters from the TV series did not return for the movie.  The movie also features Steve Hofmeyer's song, ""Agter Elke Man"", which he wrote for the movie.",0.2025,,1990-09-28,Agter elke man,False,0.0,0
False,,[28],660310,en,Atentado,An elite group of police must stop international terrorists from killing Pope John Paul II during his visit to Mexico.,0.1947,/h8azMGz6gJEwRDcsajF827jF34r.jpg,1990-07-01,Atentado,False,5.0,3
False,,"[53, 80]",295333,fr,Il gèle en enfer,"Based on Elliott Chaze's ""Black Wings Has My Angel"", the film tells a story of (nudist) gangsters on a coup and on the run",0.1094,/sLYW2ze2eCb3E9MJuOpAc9g3D0L.jpg,1990-04-25,Il gèle en enfer,False,4.0,1
False,,[],494683,en,Endless,"Although constructed from thousands of still images of Chicago, ENDLESS maintains a complex relationship to the photographic image. Time and space seem to compress or implode into a contradictory experience - one which is fluid, yet static, sculptural, yet two-dimensional, of the present yet of the past. The images are layered vertically, 'endless' variations of time and space unable to be contained within the fixed boundaries of the film frame.",0.1182,/bcebgfmTsEgqFYFYfkDWL8m5uPk.jpg,1990-12-26,Endless,False,0.0,0
False,,[35],286374,de,Kann ich noch ein bisschen bleiben?,,0.1596,,1990-01-01,Kann ich noch ein bisschen bleiben?,False,0.0,0
False,,[99],150873,fr,La Ville Louvre,"A voyage into the museum's reserves, and part of the extra work involved to mount the expositions after the renovation of the Louvre in the 1980s, when the glass pyramid was added to the classic buildings. From the preservation rooms through the frame and painting retouches by experts, to the personnel instruction on how to be efficient in protecting the collections, and look nice to the visitors.",0.1651,/bqO5zdXAd3N7NGqQSM0xU6O0yk8.jpg,1990-11-21,Louvre City,False,6.6,8
False,,"[18, 36]",799589,sk,Júlia,,0.0972,,1990-01-01,Júlia,False,0.0,0
False,/k6s7cBCMu2NsQGU9biF1sz0vKTG.jpg,[18],468818,no,Smykketyven,,0.1243,/kFkBRiVSKMlW1JYk4XD9fdfZJi8.jpg,1990-08-30,Smykketyven,False,2.0,2
False,/tghi6NRNVvOWYPPYqtjA9wkocna.jpg,[878],1282343,fr,Sur les traces du Camérosaure,"Described as a self-portrait, this early auto-biographical short by Denis Villeneuve was presented by host Michel Désautels to introduce the young filmmaker before his participation in the The Europe-Asia Race. This was the title of the third season of La Course Destination Monde, a television programme broadcast on Radio-Canada in which contestants travelled to different regions of the world to make short films about their journeys.",0.2135,/iQpZSPYswkDSu3BIfkRHIGiZ6pk.jpg,1990-09-24,In the Footsteps of the Camerosaur,False,0.0,0
False,,[18],1099718,tr,Yeşil Bir Dünya,,0.0828,/dMVtKYGHMcKTAmAdEePVToUMJqs.jpg,1990-01-01,Yeşil Bir Dünya,False,0.0,0
False,/uUqVSQqBY4pLJzYQRIcIWP6cSLO.jpg,[35],679591,es,El mil abusos,Mexican feature film,0.1396,/7XlVF47pOAJfX7jCbI7RcueD9Ja.jpg,1990-01-01,El mil abusos,False,5.0,2
False,/2olGrsJdGEku1zxJWaWHOqRrcUl.jpg,[18],700712,tr,Bir Küçük Bulut,,0.1161,/7gzaMzSdVsg84ux6jfHnUEff9mB.jpg,1990-01-01,Bir Küçük Bulut,False,0.0,0
False,,[28],679554,es,El rostro de la muerte,,0.2677,/9RL2zUE6ly7AhiZtZ71dgv5uRHB.jpg,1990-01-01,El rostro de la muerte,False,5.0,2
False,,"[35, 10749]",788417,es,La mujer oriental,"Lorenzo is a market operator, who has just separated from his French wife. He is feeling very lonely, and his partner and friend decides to `bring him back to night life', going to nightclubs and meeting some women. However, this behavior does not fit with the personality of Lorenzo, and his friend shows him a place where he could buy an Asian wife after a trial period. Lorenzo gets enthusiastic with the idea, and brings a gorgeous woman, who does not speak Spanish, but is an excellent housekeeper, cook and lover. Lorenzo falls in love with her, and before they get married, he starts suspecting she has a lover. He decides to follow her, when many secrets are revealed.",0.1705,/o0GFTzMjcwdWRcK1Vxd3pDFht8s.jpg,1990-02-23,La mujer oriental,False,0.0,0
False,,[18],523591,fr,...Comme un voleur,A garagist must take care of his sick mother and irresponsible brother.,0.2042,,1990-01-01,...Comme un voleur,False,5.0,1
False,,[],67688,en,Powell Peralta: Propaganda,"Bones Brigade DVD VII Features: Agah, Barbee, Bradley, Caballero, Conklin, Dominguez, Diaz, DeJesus, Fowlie, Nicky Guerrero, Gaines, Harris, Hawk, Hill, Hirata, Kekitch, Kho, Toth, Lasek, Manzoori, Martin, McCann, McGill, McKay, Mortimer, Mountain, Plass, Prieto, Roach, Saiz, Suriel, Sanderson, Thomas, Tominen, Underhill, Valdes, Washburn, Welinder",0.1494,/V4pTugzIggHbde5skbkw4Q0gaW.jpg,1990-01-01,Powell Peralta: Propaganda,False,5.2,2
